Date,SCHD,JEPQ,JEPI,TLT,SHY,SGOV,QQQ,SPY,VYM,HDV,DVY,NOBL,DHS,SPYD,QYLD,RYLD,XYLD,PFFD
2020-03-23,,,,,,,0.363,,,,,,,,0.181,0.159,0.183,
2020-03-25,0.147333,,,,,,,,,0.914,0.947,0.344,,,,,,
2020-04-01,,,,0.238,0.106,,,,,,,,,,,,,
2020-04-03,,,,,,,,,,,,,,,,,,0.114
2020-04-20,,,,,,,,,,,,,,,0.199,0.176,0.203,
2020-04-21,,,,,,,,,,,,,0.145,,,,,
2020-05-01,,,,0.216,0.072,,,,,,,,,,,,,
2020-05-05,,,,,,,,,,,,,,,,,,0.114
2020-05-18,,,,,,,,,,,,,,,0.204,0.187,0.207,
2020-05-26,,,,,,,,,,,,,0.295,,,,,
2020-06-01,,,,0.21,0.07,,,,,,,,,,,,,
2020-06-03,,,,,,,,,,,,,,,,,,0.114
2020-06-15,,,,,,,,,,0.879,0.8,,,,,,,
2020-06-19,,,,,,,,1.366,,,,,,0.366,,,,
2020-06-22,,,,,,,0.424,,0.837,,,,,,0.209,0.192,0.209,
2020-06-23,,,,,,,,,,,,,0.21,,,,,
2020-06-24,0.147333,,,,,,,,,,,0.413,,,,,,
2020-07-01,,,0.494,0.192,0.061,0.006,,,,,,,,,,,,
2020-07-06,,,,,,,,,,,,,,,,,,0.114
2020-07-20,,,,,,,,,,,,,,,0.214,0.202,0.218,
2020-07-28,,,,,,,,,,,,,0.25,,,,,
2020-08-03,,,0.29,0.19,0.05,0.011,,,,,,,,,,,,
2020-08-05,,,,,,,,,,,,,,,,,,0.109
2020-08-24,,,,,,,,,,,,,,,0.22,0.208,0.392,
2020-08-25,,,,,,,,,,,,,0.205,,,,,
2020-09-01,,,0.453,0.183,0.049,0.007,,,,,,,,,,,,
2020-09-03,,,,,,,,,,,,,,,,,,0.109
2020-09-18,,,,,,,,1.339,,,,,,0.264,,,,
2020-09-21,,,,,,,,,0.705,,,,,,0.212,0.209,0.445,
2020-09-22,,,,,,,,,,,,,0.115,,,,,
2020-09-23,,,,,,,,,,0.851,0.946,0.415,,,,,,
2020-10-01,,,0.435,0.169,0.04,0.005,,,,,,,,,,,,
2020-10-05,,,,,,,,,,,,,,,,,,0.109
2020-10-19,,,,,,,,,,,,,,,0.217,0.214,0.452,
2020-10-27,,,,,,,,,,,,,0.34,,,,,
2020-11-02,,,0.515,0.169,0.039,0.005,,,,,,,,,,,,
2020-11-04,,,,,,,,,,,,,,,,,,0.109
2020-11-23,,,,,,,,,,,,,0.185,,0.223,0.222,0.449,
2020-12-01,,,0.5,0.163,0.033,0.005,,,,,,,,,,,,
2020-12-03,,,,,,,,,,,,,,,,,,0.109
2020-12-10,0.200667,,,,,,,,,,,,,,,,,
2020-12-14,,,,,,,,,,0.923,0.83,,,,,,,
2020-12-17,,,,0.164,0.032,0.006,,,,,,,,,,,,
2020-12-18,,,,,,,,1.58,,,,,,0.607,,,,
2020-12-21,,,,,,,0.561,,0.81,,,,0.63,,,,,
2020-12-23,,,,,,,,,,,,0.535,,,,,,
2020-12-30,,,0.543,,,,,,,,,,0.076,,0.23,0.228,0.404,0.109
2021-01-19,,,,,,,,,,,,,,,0.229,0.227,0.476,
2021-01-25,,,,,,,,,,,,,0.085,,,,,
2021-02-01,,,0.263,0.176,0.03,0.005,,,,,,,,,,,,
2021-02-03,,,,,,,,,,,,,,,,,,0.109
2021-02-22,,,,,,,,,,,,,0.045,,0.233,0.24,0.36,
2021-03-01,,,0.321,0.172,0.022,,,,,,,,,,,,,
2021-03-03,,,,,,,,,,,,,,,,,,0.109
2021-03-19,,,,,,,,1.278,,,,,,0.636,,,,
2021-03-22,,,,,,,0.395,,0.656,,,,,,0.224,0.245,0.42,
2021-03-23,,,,,,,,,,,,0.376,,,,,,
2021-03-24,0.167667,,,,,,,,,,,,,,,,,
2021-03-25,,,,,,,,,,0.882,0.961,,0.392,,,,,
2021-04-01,,,0.348,0.185,0.019,,,,,,,,,,,,,
2021-04-05,,,,,,,,,,,,,,,,,,0.109
2021-04-19,,,,,,,,,,,,,,,0.228,0.249,0.361,
2021-04-26,,,,,,,,,,,,,0.175,,,,,
2021-05-03,,,0.374,0.203,0.012,0.004,,,,,,,,,,,,
2021-05-05,,,,,,,,,,,,,,,,,,0.109
2021-05-24,,,,,,,,,,,,,0.16,,0.221,0.248,0.333,
2021-06-01,,,0.314,0.199,0.012,0.002,,,,,,,,,,,,
2021-06-03,,,,,,,,,,,,,,,,,,0.109
2021-06-10,,,,,,,,,,0.81,0.993,,,,,,,
2021-06-18,,,,,,,,1.376,,,,,,,,,,
2021-06-21,,,,,,,0.397,,0.752,,,,,,0.194,0.248,0.387,
2021-06-22,,,,,,,,,,,,0.437,,,,,,
2021-06-24,,,,,,,,,,,,,0.275,,,,,
2021-07-01,,,0.395,0.188,0.013,0.002,,,,,,,,,,,,
2021-07-06,,,,,,,,,,,,,,,,,,0.109
2021-07-19,,,,,,,,,,,,,,,0.223,0.246,0.337,
2021-07-26,,,,,,,,,,,,,0.285,,,,,
2021-08-02,,,0.257,0.182,0.012,0.002,,,,,,,,,,,,
2021-08-04,,,,,,,,,,,,,,,,,,0.109
2021-08-23,,,,,,,,,,,,,,,0.188,0.251,0.373,
2021-08-25,,,,,,,,,,,,,0.185,,,,,
2021-09-01,,,0.339,0.189,0.013,0.003,,,,,,,,,,,,
2021-09-03,,,,,,,,,,,,,,,,,,0.113
2021-09-17,,,,,,,,1.428,,,,,,0.387,,,,
2021-09-20,,,,,,,0.414,,0.749,,,,,,0.19,0.252,0.37,
2021-09-22,,,,,,,,,,,,0.413,,,,,,
2021-09-24,,,,,,,,,,0.764,1.032,,0.26,,,,,
2021-10-01,,,0.343,0.183,0.011,0.003,,,,,,,,,,,,
2021-10-05,,,,,,,,,,,,,,,,,,0.109
2021-10-18,,,,,,,,,,,,,,,0.197,0.247,0.345,
2021-10-25,,,,,,,,,,,,,0.295,,,,,
2021-11-01,,,0.366,0.188,0.011,0.003,,,,,,,,,,,,
2021-11-03,,,,,,,,,,,,,,,,,,0.109
2021-11-22,,,,,,,,,,,,,,,0.225,0.255,0.365,
2021-11-23,,,,,,,,,,,,,0.19,,,,,
2021-12-01,,,0.383,0.184,0.05,0.003,,,,,,,,,,,,
2021-12-03,,,,,,,,,,,,,,,,,,0.109
2021-12-08,0.206667,,,,,,,,,,,,,,,,,
2021-12-13,,,,,,,,,,1.051,0.837,,,,,,,
2021-12-16,,,,0.168,0.018,0.005,,,,,,,,,,,,
2021-12-17,,,,,,,,1.633,,,,,,0.128,,,,
2021-12-20,,,,,,,0.491,,0.939,,,,,,,,,
2021-12-27,,,,,,,,,,,,,0.365,,,,,
2021-12-30,,,0.459,,,,,,,,,,,,0.499,0.307,0.458,0.109
2022-01-24,,,,,,,,,,,,,,,0.203,0.223,0.481,
2022-01-25,,,,,,,,,,,,,0.1,,,,,
2022-02-01,,,0.382,0.198,0.023,0.002,,,,,,,,,,,,
2022-02-03,,,,,,,,,,,,,,,,,,0.109
2022-02-22,,,,,,,,,,,,,0.045,,0.202,0.232,0.484,
2022-03-01,,,0.462,0.185,0.025,0.008,,,,,,,,,,,,
2022-03-03,,,,,,,,,,,,,,,,,,0.109
2022-03-18,,,,,,,,1.366,,,,,,0.653,,,,
2022-03-21,,,,,,,0.434,,0.662,,,,,,0.21,0.24,0.501,
2022-03-23,0.172667,,,,,,,,,,,0.352,,,,,,
2022-03-24,,,,,,,,,,0.77,0.888,,,,,,,
2022-03-25,,,,,,,,,,,,,0.13,,,,,
2022-04-01,,,0.588,0.202,0.036,0.018,,,,,,,,,,,,
2022-04-05,,,,,,,,,,,,,,,,,,0.109
2022-04-18,,,,,,,,,,,,,,,0.205,0.235,0.495,
2022-04-25,,,,,,,,,,,,,0.255,,,,,
2022-05-02,,,0.468,0.203,0.044,0.025,,,,,,,,,,,,
2022-05-04,,,,,,,,,,,,,,,,,,0.109
2022-05-23,,,,,,,,,,,,,,,0.179,0.211,0.441,
2022-05-24,,,,,,,,,,,,,0.275,,,,,
2022-06-01,,0.376,0.516,0.207,0.065,0.041,,,,,,,,,,,,
2022-06-03,,,,,,,,,,,,,,,,,,0.109
2022-06-09,,,,,,,,,,0.57,0.867,,,,,,,
2022-06-17,,,,,,,,1.577,,,,,,0.405,,,,
2022-06-21,,,,,,,0.527,,0.848,,,,,,0.174,0.202,0.422,
2022-06-22,0.234667,,,,,,,,,,,0.388,,,,,,
2022-06-24,,,,,,,,,,,,,0.395,,,,,
2022-07-01,,0.34,0.621,0.227,0.079,0.069,,,,,,,,,,,,
2022-07-06,,,,,,,,,,,,,,,,,,0.109
2022-07-18,,,,,,,,,,,,,,,0.181,0.212,0.439,
2022-07-25,,,,,,,,,,,,,0.235,,,,,
2022-08-01,,0.407,0.495,0.213,0.088,0.116,,,,,,,,,,,,
2022-08-03,,,,,,,,,,,,,,,,,,0.105
2022-08-22,,,,,,,,,,,,,,,0.181,0.207,0.434,
2022-08-25,,,,,,,,,,,,,0.295,,,,,
2022-09-01,,0.546,0.559,0.236,0.1,0.168,,,,,,,,,,,,
2022-09-06,,,,,,,,,,,,,,,,,,0.105
2022-09-16,,,,,,,,1.596,,,,,,0.418,,,,
2022-09-19,,,,,,,0.519,,0.767,,,,,,0.165,0.196,0.405,
2022-09-21,0.212333,,,,,,,,,,,0.403,,,,,,
2022-09-26,,,,,,,,,,1.231,1.346,,0.34,,,,,
2022-10-03,,0.38,0.481,0.244,0.108,0.157,,,,,,,,,,,,
2022-10-05,,,,,,,,,,,,,,,,,,0.105
2022-10-24,,,,,,,,,,,,,,,0.163,0.195,0.401,
2022-10-25,,,,,,,,,,,,,0.195,,,,,
2022-11-01,,0.681,0.606,0.236,0.141,0.241,,,,,,,,,,,,
2022-11-03,,,,,,,,,,,,,,,,,,0.105
2022-11-21,,,,,,,,,,,,,,,0.165,0.199,0.405,
2022-11-23,,,,,,,,,,,,,0.21,,,,,
2022-12-01,,0.546,0.61,0.244,0.165,0.283,,,,,,,,,,,,
2022-12-05,,,,,,,,,,,,,,,,,,0.105
2022-12-07,0.234333,,,,,,,,,,,,,,,,,
2022-12-13,,,,,,,,,,1.145,1.04,,,,,,,
2022-12-15,,,,0.261,0.181,0.327,,,,,,,,,,,,
2022-12-16,,,,,,,,1.781,,,,,,0.507,,,,
2022-12-19,,,,,,,0.655,,0.975,,,,,,,,,
2022-12-22,,,,,,,,,,,,0.6,,,,,,
2022-12-23,,,,,,,,,,,,,0.465,,,,,
2022-12-29,,0.576,0.573,,,,,,,,,,,,0.161,0.187,0.382,0.105
2023-01-23,,,,,,,,,,,,,,,0.17,0.196,0.41,
2023-01-25,,,,,,,,,,,,,0.11,,,,,
2023-02-01,,0.441,0.444,0.275,0.152,0.394,,,,,,,,,,,,
2023-02-03,,,,,,,,,,,,,,,,,,0.105
2023-02-21,,,,,,,,,,,,,,,0.167,0.196,0.408,
2023-02-22,,,,,,,,,,,,,0.195,,,,,
2023-03-01,,0.433,0.411,0.25,0.162,0.278,,,,,,,,,,,,
2023-03-03,,,,,,,,,,,,,,,,,,0.105
2023-03-17,,,,,,,,1.506,,,,,,0.387,,,,
2023-03-20,,,,,,,0.472,,0.717,,,,,,0.169,,0.399,
2023-03-22,0.199,,,,,,,,,,,0.354,,,,,,
2023-03-23,,,,,,,,,,1.042,1.005,,,,,,,
2023-03-27,,,,,,,,,,,,,0.54,,,,,
2023-04-03,,0.454,0.445,0.269,0.18,0.362,,,,,,,,,,,,
2023-04-05,,,,,,,,,,,,,,,,,,0.105
2023-04-24,,,,,,,,,,,,,0.135,,0.173,0.182,0.376,
2023-05-01,,0.484,0.425,0.268,0.191,0.392,,,,,,,,,,,,
2023-05-03,,,,,,,,,,,,,,,,,,0.105
2023-05-22,,,,,,,,,,,,,,,0.168,0.161,0.284,
2023-05-24,,,,,,,,,,,,,0.385,,,,,
2023-06-01,,0.357,0.365,0.273,0.197,0.432,,,,,,,,,,,,
2023-06-05,,,,,,,,,,,,,,,,,,0.105
2023-06-07,,,,,,,,,,0.796,0.816,,,,,,,
2023-06-16,,,,,,,,1.638,,,,,,0.465,,,,
2023-06-20,,,,,,,0.504,,0.877,,,,,,0.177,0.183,0.327,
2023-06-21,0.221667,,,,,,,,,,,0.463,,,,,,
2023-06-26,,,,,,,,,,,,,0.31,,,,,
2023-07-03,,0.367,0.359,0.278,0.206,0.417,,,,,,,,,,,,
2023-07-06,,,,,,,,,,,,,,,,,,0.105
2023-07-24,,,,,,,,,,,,,,,0.18,0.18,0.287,
2023-07-25,,,,,,,,,,,,,0.205,,,,,
2023-08-01,,0.366,0.29,0.275,0.212,0.442,,,,,,,,,,,,
2023-08-03,,,,,,,,,,,,,,,,,,0.105
2023-08-21,,,,,,,,,,,,,,,0.173,0.174,0.38,
2023-08-25,,,,,,,,,,,,,0.315,,,,,
2023-09-01,,0.451,0.338,0.289,0.206,0.431,,,,,,,,,,,,
2023-09-06,,,,,,,,,,,,,,,,,,0.105
2023-09-15,,,,,,,,1.583,,,,,,0.441,,,,
2023-09-18,,,,,,,0.536,,0.785,,,,,,0.172,0.173,0.333,
2023-09-20,,,,,,,,,,,,0.521,,,,,,
2023-09-25,,,,,,,,,,,,,0.315,,,,,
2023-09-26,,,,,,,,,,1.078,1.465,,,,,,,
2023-10-02,,0.417,0.363,0.28,0.209,0.412,,,,,,,,,,,,
2023-10-04,,,,,,,,,,,,,,,,,,0.105
2023-10-23,,,,,,,,,,,,,,,0.167,0.162,0.384,
2023-10-25,,,,,,,,,,,,,0.21,,,,,
2023-11-01,,0.418,0.359,0.286,0.23,0.427,,,,,,,,,,,,
2023-11-03,,,,,,,,,,,,,,,,,,0.105
2023-11-20,,,,,,,,,,,,,,,0.161,0.168,0.267,
2023-11-24,,,,,,,,,,,,,0.29,,,,,
2023-12-01,,0.422,0.39,0.289,0.247,0.443,,,,,,,,,,,,
2023-12-05,,,,,,,,,,,,,,,,,,0.105
2023-12-14,,,,0.311,0.26,0.455,,,,,,,,,,,,
2023-12-15,,,,,,,,1.906,,,,,,0.534,,,,
2023-12-18,,,,,,,0.808,,1.1,,,,,,,,,
2023-12-20,,,,,,,,,,0.977,1.189,0.656,,,,,,
2023-12-22,,,,,,,,,,,,,0.5,,,,,
2023-12-27,,,,,,,0.216,,,,,,,,,,,
2023-12-28,,,0.428,,,,,,,,,,0.031,,0.166,0.167,0.29,0.105
2024-01-22,,,,,,,,,,,,,,,0.179,0.165,0.314,
2024-01-25,,,,,,,,,,,,,0.09,,,,,
2024-02-01,,0.342,0.301,0.31,0.242,0.458,,,,,,,,,,,,
2024-02-05,,,,,,,,,,,,,,,,,,0.105
2024-02-20,,,,,,,,,,,,,,,0.177,0.163,0.302,
2024-02-23,,,,,,,,,,,,,0.205,,,,,
2024-03-01,,0.38,0.301,0.295,0.24,0.41,,,,,,,,,,,,
2024-03-05,,,,,,,,,,,,,,,,,,0.105
2024-03-15,,,,,,,,1.595,0.656,,,,,0.373,,,,
2024-03-18,,,,,,,0.573,,,,,,,,0.178,0.167,0.322,
2024-03-20,0.203667,,,,,,,,,,,0.386,,,,,,
2024-03-21,,,,,,,,,,0.835,0.998,,,,,,,
2024-03-22,,,,,,,,,,,,,0.285,,,,,
2024-04-01,,0.427,0.345,0.312,0.27,0.45,,,,,,,,,,,,
2024-04-03,,,,,,,,,,,,,,,,,,0.105
2024-04-22,,,,,,,,,,,,,,,0.172,0.163,0.34,
2024-04-24,,,,,,,,,,,,,0.3,,,,,
2024-05-01,,0.431,0.326,0.308,0.262,0.428,,,,,,,,,,,,
2024-05-03,,,,,,,,,,,,,,,,,,0.105
2024-05-20,,,,,,,,,,,,,,,0.163,0.165,0.282,
2024-05-24,,,,,,,,,,,,,0.305,,,,,
2024-06-03,,0.45,0.36,0.308,0.262,0.44,,,,,,,,,,,,
2024-06-05,,,,,,,,,,,,,,,,,,0.105
2024-06-11,,,,,,,,,,0.928,0.93,,,,,,,
2024-06-21,,,,,,,,1.759,1.024,,,,,0.487,,,,
2024-06-24,,,,,,,0.762,,,,,,,,0.169,0.161,0.276,
2024-06-25,,,,,,,,,,,,,0.375,,,,,
2024-06-26,,,,,,,,,,,,0.55,,,,,,
2024-07-01,,0.421,0.33,0.291,0.27,0.439,,,,,,,,,,,,
2024-07-03,,,,,,,,,,,,,,,,,,0.105
2024-07-22,,,,,,,,,,,,,,,0.177,0.161,0.313,
2024-07-26,,,,,,,,,,,,,0.185,,,,,
2024-08-01,,0.427,0.289,0.315,0.272,0.453,,,,,,,,,,,,
2024-08-05,,,,,,,,,,,,,,,,,,0.105
2024-08-19,,,,,,,,,,,,,,,0.179,0.161,0.4,
2024-08-27,,,,,,,,,,,,,0.345,,,,,
2024-09-03,,0.557,0.4,0.313,0.288,0.444,,,,,,,,,,,,
2024-09-05,,,,,,,,,,,,,,,,,,0.105
2024-09-20,,,,,,,,1.746,0.851,,,,,0.457,,,,
2024-09-23,,,,,,,0.677,,,,,,,,0.181,0.162,0.342,
2024-09-25,,,,,,,,,,1.229,1.55,0.522,0.33,,,,,
2024-10-01,,0.551,0.392,0.316,0.273,0.43,,,,,,,,,,,,
2024-10-03,,,,,,,,,,,,,,,,,,0.105
2024-10-21,,,,,,,,,,,,,,,0.183,0.166,0.386,
2024-10-28,,,,,,,,,,,,,0.21,,,,,
2024-11-01,,0.494,0.375,0.311,0.283,0.415,,,,,,,,,,,,
2024-11-05,,,,,,,,,,,,,,,,,,0.103
2024-11-18,,,,,,,,,,,,,,,0.18,0.166,0.371,
2024-11-25,,,,,,,,,,,,,0.36,,,,,
2024-12-02,,0.508,0.402,0.325,0.265,0.378,,,,,,,,,,,,
2024-12-04,,,,,,,,,,,,,,,,,,0.103
2024-12-11,0.265,,,,,,,,,,,,,,,,,
2024-12-17,,,,,,,,,,1.122,1.316,,,,,,,
2024-12-18,,,,0.351,0.28,0.372,,,,,,,,,,,,
2024-12-20,,,,,,,,1.966,0.964,,,,,0.547,,,,
2024-12-23,,,,,,,0.835,,,,,0.586,,,,,,
2024-12-26,,,,,,,,,,,,,0.38,,,,,
2024-12-30,,,,,,,,,,,,,,,0.339,0.166,1.19,0.103
2024-12-31,,0.456,0.395,,,,,,,,,,0.045,,,,,
2025-01-21,,,,,,,,,,,,,,,0.188,0.168,0.373,
2025-01-28,,,,,,,,,,,,,0.12,,,,,
2025-02-03,,0.45,0.326,0.312,0.273,0.363,,,,,,,,,,,,0.102
2025-02-24,,,,,,,,,,,,,,,0.165,0.163,0.291,
2025-02-25,,,,,,,,,,,,,0.165,,,,,
2025-03-03,,0.482,0.328,0.29,0.253,0.313,,,,,,,,,,,,0.102
2025-03-18,,,,,,,,,,0.795,1.049,,,,,,,
2025-03-21,,,,,,,,1.696,0.85,,,,,,,,,
2025-03-24,,,,,,,0.716,,,,,,,0.419,0.17,0.154,0.401,
2025-03-26,0.249,,,,,,,,,,,0.465,0.305,,,,,
